index,label
1474,toothbrush-good
1475,pill-contamination
1476,screw-good
1477,bottle-broken_small
1478,cable-cut_outer_insulation
1479,wood-scratch
1480,toothbrush-defective
1481,pill-good
1482,grid-glue
1483,metal_nut-flip
1484,transistor-good
1485,hazelnut-good
1486,zipper-good
1487,hazelnut-cut
1488,tile-gray_stroke
1489,metal_nut-flip
1490,metal_nut-bent
1491,leather-glue
1492,capsule-poke
1493,tile-good
1494,screw-thread_side
1495,hazelnut-crack
1496,leather-good
1497,cable-good
1498,leather-good
1499,pill-crack
1500,pill-faulty_imprint
1501,pill-good
1502,leather-fold
1503,metal_nut-flip
1504,zipper-split_teeth
1505,zipper-rough
1506,metal_nut-scratch
1507,zipper-rough
1508,hazelnut-crack
1509,leather-glue
1510,cable-cable_swap
1511,cable-poke_insulation
1512,pill-good
1513,bottle-good
1514,capsule-squeeze
1515,tile-gray_stroke
1516,screw-good
1517,capsule-good
1518,carpet-metal_contamination
1519,bottle-good
1520,transistor-damaged_case
1521,metal_nut-good
1522,pill-combined
1523,capsule-poke
1524,hazelnut-good
1525,pill-good
1526,tile-gray_stroke
1527,cable-good
1528,grid-broken
1529,cable-poke_insulation
1530,tile-rough
1531,carpet-color
1532,grid-glue
1533,carpet-cut
1534,pill-good
1535,screw-scratch_neck
1536,metal_nut-bent
1537,carpet-color
1538,zipper-rough
1539,grid-good
1540,wood-good
1541,metal_nut-bent
1542,tile-crack
1543,metal_nut-flip
1544,tile-gray_stroke
1545,transistor-good
1546,hazelnut-cut
1547,bottle-good
1548,screw-thread_side
1549,leather-fold
1550,leather-good
1551,transistor-good
1552,leather-glue
1553,wood-scratch
1554,pill-good
1555,capsule-good
1556,transistor-good
1557,transistor-good
1558,leather-glue
1559,wood-good
1560,leather-fold
1561,screw-manipulated_front
1562,bottle-good
1563,leather-good
1564,toothbrush-good
1565,leather-good
1566,wood-combined
1567,grid-glue
1568,pill-good
1569,hazelnut-good
1570,pill-crack
1571,carpet-color
1572,tile-gray_stroke
1573,pill-contamination
1574,pill-crack
1575,toothbrush-good
1576,capsule-squeeze
1577,transistor-good
1578,zipper-combined
1579,metal_nut-good
1580,cable-good
1581,hazelnut-good
1582,tile-glue_strip
1583,leather-fold
1584,leather-glue
1585,cable-bent_wire
1586,wood-good
1587,bottle-good
1588,bottle-broken_small
1589,cable-good
1590,capsule-good
1591,carpet-cut
1592,pill-faulty_imprint
1593,transistor-good
1594,carpet-hole
1595,leather-fold
1596,leather-good
1597,carpet-color
1598,capsule-good
1599,screw-thread_side
1600,transistor-good
1601,pill-good
1602,screw-good
1603,grid-glue
1604,capsule-good
1605,tile-crack
1606,carpet-hole
1607,hazelnut-good
1608,leather-good
1609,bottle-broken_small
1610,toothbrush-good
1611,wood-good
1612,zipper-combined
1613,wood-good
1614,hazelnut-good
1615,wood-hole
1616,metal_nut-good
1617,cable-good
1618,hazelnut-good
1619,transistor-good
1620,capsule-good
1621,tile-gray_stroke
1622,hazelnut-good
1623,wood-scratch
1624,zipper-broken_teeth
1625,cable-good
1626,pill-good
1627,cable-good
1628,bottle-good
1629,zipper-good
1630,transistor-good
1631,zipper-split_teeth
1632,grid-good
1633,tile-crack
1634,zipper-broken_teeth
1635,capsule-poke
1636,cable-good
1637,metal_nut-good
1638,cable-good
1639,pill-good
1640,carpet-color
1641,capsule-squeeze
1642,leather-color
1643,grid-thread
1644,transistor-good
1645,metal_nut-bent
1646,pill-good
1647,tile-good
1648,carpet-hole
1649,grid-glue
1650,bottle-broken_large
1651,pill-good
1652,grid-thread
1653,zipper-fabric_interior
1654,bottle-good
1655,hazelnut-good
1656,zipper-rough
1657,carpet-metal_contamination
1658,grid-good
1659,carpet-hole
1660,screw-scratch_head
1661,metal_nut-color
1662,capsule-crack
1663,transistor-good
1664,screw-thread_side
1665,zipper-split_teeth
1666,grid-metal_contamination
1667,toothbrush-good
1668,screw-scratch_head
1669,tile-crack
1670,tile-oil
1671,hazelnut-cut
1672,screw-thread_side
1673,toothbrush-good
1674,cable-cut_outer_insulation
1675,bottle-broken_large
1676,bottle-broken_small
1677,metal_nut-flip
1678,transistor-good
1679,zipper-good
1680,bottle-broken_small
1681,capsule-good
1682,transistor-good
1683,screw-scratch_head
1684,metal_nut-color
1685,cable-good
1686,capsule-good
1687,capsule-poke
1688,carpet-thread
1689,pill-combined
1690,screw-thread_side
1691,capsule-poke
1692,transistor-good
1693,metal_nut-good
1694,grid-thread
1695,cable-good
1696,cable-good
1697,cable-good
1698,bottle-good
1699,screw-thread_side
1700,toothbrush-good
1701,carpet-cut
1702,toothbrush-good
1703,carpet-hole
1704,leather-good
1705,capsule-crack
1706,screw-thread_top
1707,cable-bent_wire
1708,toothbrush-defective
1709,bottle-broken_small
1710,leather-good
1711,screw-good
1712,carpet-cut
1713,bottle-broken_small
1714,cable-bent_wire
1715,carpet-color
1716,screw-thread_side
1717,leather-cut
1718,cable-good
1719,grid-glue
1720,tile-gray_stroke
1721,hazelnut-good
1722,hazelnut-good
1723,metal_nut-color
1724,transistor-good
1725,transistor-good
1726,cable-missing_wire
1727,grid-thread
1728,leather-color
1729,transistor-good
1730,leather-poke
1731,hazelnut-good
1732,metal_nut-scratch
1733,hazelnut-print
1734,cable-good
1735,screw-good
1736,metal_nut-flip
1737,transistor-good
1738,zipper-good
1739,leather-fold
1740,hazelnut-good
1741,grid-metal_contamination
1742,pill-scratch
1743,capsule-good
1744,carpet-thread
1745,toothbrush-good
1746,carpet-cut
1747,capsule-good
1748,carpet-color
1749,wood-scratch
1750,carpet-hole
1751,bottle-good
1752,cable-combined
1753,hazelnut-hole
1754,hazelnut-hole
1755,carpet-color
1756,screw-thread_side
1757,cable-good
1758,tile-gray_stroke
1759,zipper-good
1760,wood-good
1761,pill-faulty_imprint
1762,tile-gray_stroke
1763,capsule-poke
1764,grid-thread
1765,screw-thread_side
1766,bottle-broken_large
1767,transistor-good
1768,toothbrush-good
1769,zipper-broken_teeth
1770,carpet-color
1771,wood-scratch
1772,capsule-squeeze
1773,screw-scratch_head
1774,cable-good
1775,metal_nut-color
1776,capsule-poke
1777,transistor-good
1778,bottle-broken_large
1779,capsule-crack
1780,screw-good
1781,pill-good
1782,carpet-color
1783,cable-good
1784,screw-good
1785,pill-good
1786,zipper-good
1787,hazelnut-good
1788,pill-contamination
1789,bottle-broken_small
1790,toothbrush-good
1791,zipper-good
1792,capsule-crack
1793,zipper-good
1794,capsule-crack
1795,screw-good
1796,toothbrush-defective
1797,cable-good
1798,grid-thread
1799,zipper-good
1800,cable-good
1801,bottle-good
1802,pill-good
1803,screw-thread_side
1804,zipper-good
1805,screw-thread_side
1806,grid-glue
1807,metal_nut-color
1808,leather-fold
1809,zipper-split_teeth
1810,zipper-good
1811,zipper-rough
1812,tile-gray_stroke
1813,tile-crack
1814,carpet-hole
1815,tile-gray_stroke
1816,pill-color
1817,carpet-hole
1818,zipper-combined
1819,tile-gray_stroke
1820,toothbrush-good
1821,cable-good
1822,metal_nut-bent
1823,leather-good
1824,tile-glue_strip
1825,bottle-good
1826,hazelnut-cut
1827,grid-glue
1828,zipper-combined
1829,tile-oil
1830,zipper-combined
1831,carpet-hole
1832,pill-combined
1833,carpet-metal_contamination
1834,carpet-cut
1835,screw-thread_side
1836,metal_nut-good
1837,cable-missing_cable
1838,grid-thread
1839,cable-cut_outer_insulation
1840,pill-good
1841,metal_nut-good
1842,pill-pill_type
1843,transistor-good
1844,screw-good
1845,screw-thread_side
1846,leather-cut
1847,pill-good
1848,pill-combined
1849,zipper-good
1850,transistor-good
1851,zipper-good
1852,zipper-good
1853,cable-cut_inner_insulation
1854,toothbrush-good
1855,wood-hole
1856,pill-good
1857,capsule-scratch
1858,wood-good
1859,cable-good
1860,grid-glue
1861,screw-thread_side
1862,grid-good
1863,carpet-color
1864,zipper-rough
1865,zipper-good
1866,carpet-color
1867,hazelnut-print
1868,carpet-thread
1869,carpet-good
1870,capsule-faulty_imprint
1871,zipper-good
1872,leather-color
1873,carpet-color
1874,carpet-thread
1875,screw-thread_side
1876,cable-good
1877,wood-scratch
1878,leather-glue
1879,tile-glue_strip
1880,capsule-good
1881,capsule-crack
1882,screw-good
1883,zipper-fabric_interior
1884,zipper-combined
1885,cable-good
1886,screw-good
1887,toothbrush-defective
1888,tile-gray_stroke
1889,capsule-crack
1890,capsule-crack
1891,leather-poke
1892,grid-metal_contamination
1893,cable-good
1894,tile-glue_strip
1895,leather-glue
1896,transistor-good
1897,carpet-color
1898,wood-scratch
1899,grid-good
1900,pill-good
1901,transistor-good
1902,hazelnut-cut
1903,transistor-good
1904,cable-bent_wire
1905,screw-good
1906,transistor-good
1907,tile-glue_strip
1908,bottle-good
1909,pill-contamination
1910,zipper-good
1911,tile-glue_strip
1912,wood-liquid
1913,hazelnut-good
1914,metal_nut-good
1915,toothbrush-good
1916,screw-good
1917,leather-poke
1918,zipper-good
1919,toothbrush-good
1920,cable-good
1921,metal_nut-bent
1922,capsule-poke
1923,transistor-cut_lead
1924,cable-good
1925,grid-metal_contamination
1926,leather-fold
1927,pill-good
1928,bottle-good
1929,screw-good
1930,transistor-good
1931,metal_nut-bent
1932,cable-good
1933,carpet-hole
1934,metal_nut-good
1935,wood-scratch
1936,pill-good
1937,tile-gray_stroke
1938,leather-fold
1939,bottle-good
1940,hazelnut-good
1941,leather-good
1942,wood-scratch
1943,grid-broken
1944,cable-poke_insulation
1945,screw-good
1946,pill-good
1947,metal_nut-good
1948,leather-glue
1949,capsule-poke
1950,cable-poke_insulation
1951,tile-glue_strip
1952,toothbrush-good
1953,zipper-fabric_interior
1954,toothbrush-defective
1955,screw-good
1956,pill-contamination
1957,pill-faulty_imprint
1958,metal_nut-bent
1959,hazelnut-hole
1960,carpet-color
1961,wood-good
1962,leather-good
1963,wood-scratch
1964,screw-scratch_head
1965,wood-scratch
1966,zipper-good
1967,bottle-contamination
1968,cable-bent_wire
1969,grid-good
1970,transistor-good
1971,leather-poke
1972,tile-gray_stroke
1973,leather-poke
1974,pill-good
1975,tile-good
1976,cable-good
1977,hazelnut-good
1978,wood-good
1979,metal_nut-bent
1980,zipper-rough
1981,metal_nut-flip
1982,pill-good
1983,tile-gray_stroke
1984,hazelnut-good
1985,leather-color
1986,pill-good
1987,metal_nut-color
1988,cable-good
1989,carpet-color
1990,zipper-fabric_interior
1991,cable-good
1992,cable-cut_outer_insulation
1993,transistor-good
1994,bottle-good
1995,capsule-crack
1996,carpet-hole
1997,tile-gray_stroke
1998,zipper-fabric_interior
1999,screw-thread_side
2000,screw-scratch_head
2001,bottle-good
2002,carpet-color
2003,bottle-good
2004,pill-good
2005,screw-thread_side
2006,cable-good
2007,zipper-good
2008,zipper-good
2009,grid-metal_contamination
2010,bottle-broken_small
2011,metal_nut-bent
2012,metal_nut-bent
2013,carpet-color
2014,capsule-squeeze
2015,screw-manipulated_front
2016,metal_nut-scratch
2017,screw-good
2018,wood-hole
2019,carpet-cut
2020,hazelnut-cut
2021,transistor-good
2022,zipper-combined
2023,hazelnut-good
2024,capsule-good
2025,transistor-good
2026,capsule-faulty_imprint
2027,capsule-good
2028,wood-combined
2029,leather-poke
2030,grid-good
2031,zipper-good
2032,screw-thread_side
2033,metal_nut-flip
2034,screw-thread_side
2035,cable-cut_inner_insulation
2036,hazelnut-cut
2037,metal_nut-good
2038,tile-good
2039,grid-bent
2040,carpet-color
2041,metal_nut-bent
2042,screw-good
2043,tile-gray_stroke
2044,pill-good
2045,screw-thread_side
2046,grid-metal_contamination
2047,cable-combined
2048,cable-good
2049,pill-faulty_imprint
2050,capsule-poke
2051,leather-poke
2052,zipper-fabric_interior
2053,transistor-cut_lead
2054,screw-manipulated_front
2055,zipper-fabric_interior
2056,cable-cut_inner_insulation
2057,zipper-fabric_border
2058,tile-glue_strip
2059,leather-glue
2060,grid-good
2061,transistor-good
2062,metal_nut-good
2063,leather-glue
2064,metal_nut-bent
2065,zipper-good
2066,capsule-good
2067,hazelnut-cut
2068,grid-metal_contamination
2069,pill-good
2070,zipper-combined
2071,zipper-good
2072,bottle-broken_large
2073,carpet-hole
2074,screw-thread_side
2075,carpet-metal_contamination
2076,capsule-poke
2077,screw-thread_side
2078,pill-faulty_imprint
2079,grid-good
2080,cable-good
2081,grid-metal_contamination
2082,bottle-good
2083,pill-good
2084,hazelnut-good
2085,zipper-combined
2086,transistor-damaged_case
2087,hazelnut-cut
2088,screw-thread_side
2089,capsule-good
2090,capsule-crack
2091,carpet-color
2092,pill-contamination
2093,tile-glue_strip
2094,cable-good
2095,pill-faulty_imprint
2096,transistor-bent_lead
2097,pill-good
2098,metal_nut-good
2099,pill-good
2100,tile-gray_stroke
2101,cable-good
2102,screw-thread_top
2103,transistor-good
2104,cable-bent_wire
2105,capsule-poke
2106,metal_nut-good
2107,leather-color
2108,metal_nut-bent
2109,hazelnut-good
2110,carpet-cut
2111,cable-bent_wire
2112,pill-good
2113,zipper-broken_teeth
2114,leather-good
2115,screw-good
2116,capsule-good
2117,screw-thread_side
2118,cable-good
2119,pill-good
2120,screw-thread_side
2121,transistor-good
2122,hazelnut-print
2123,tile-good
2124,wood-hole
2125,capsule-poke
2126,bottle-broken_small
2127,screw-thread_side
2128,wood-good
2129,tile-rough
2130,grid-metal_contamination
2131,pill-color
2132,grid-bent
2133,grid-thread
2134,metal_nut-bent
2135,grid-good
2136,carpet-color
2137,toothbrush-good
2138,pill-faulty_imprint
2139,wood-hole
2140,zipper-fabric_interior
2141,leather-glue
2142,toothbrush-good
2143,toothbrush-good
2144,tile-good
2145,metal_nut-bent
2146,cable-good
2147,grid-metal_contamination
2148,cable-good
2149,tile-gray_stroke
2150,screw-thread_side
2151,grid-good
2152,cable-poke_insulation
2153,zipper-good
